ecosystem,packageName,requestedVersion,version,name,displayName,description,recipeCount,category1,category2,category3,category4,category1Description,category2Description,category3Description,category4Description,options
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.RemoveSelfAssignment,Remove self-assignment,Remove `x = x` self-assignments which are redundant and may indicate a bug.,1,,Redundancy,Code quality,Go,,Remove redundant code,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.RemoveSwitchTrueTag,Remove switch true tag,Remove redundant `true` tag from `switch true { ... }` statements. Use a tagless switch instead.,1,,Simplification,Code quality,Go,,Simplify expressions and patterns,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.RemoveUnconditionalValueOverwrite,Remove unconditional value overwrite,Remove consecutive assignments to the same collection key or index where the first value is immediately overwritten and never read.,1,,Redundancy,Code quality,Go,,Remove redundant code,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.RemoveUnreachableCode,Remove unreachable code,Remove statements after a `return` in the same block which are unreachable.,1,,Redundancy,Code quality,Go,,Remove redundant code,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.ReplaceTimeSinceWithSince,Replace time.Now().Sub(t) with time.Since(t),Replace `time.Now().Sub(t)` with `time.Since(t)` for clarity.,1,,Simplification,Code quality,Go,,Simplify expressions and patterns,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.ReplaceTimeUntilWithUntil,Replace t.Sub(time.Now()) with time.Until(t),Replace `t.Sub(time.Now())` with `time.Until(t)` for clarity.,1,,Simplification,Code quality,Go,,Simplify expressions and patterns,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.ResolveContextTodo,Resolve context.TODO,Replace `context.TODO()` with `context.Background()`. These are placeholders that should be replaced with a real context.,1,,Style,Code quality,Go,,Code style and conventions,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.ReuseJsonCodecInLoop,Reuse JSON codec in loop,Find `json.Marshal()` or `json.Unmarshal()` calls inside for/range loops. Consider using a pre-allocated encoder/decoder for better performance.,1,,Performance,Code quality,Go,,Performance optimizations,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.SimplifyBooleanExpression,Simplify boolean expression,Simplify boolean comparisons like `x == true` to `x` and `x == false` to `!x`.,1,,Simplification,Code quality,Go,,Simplify expressions and patterns,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.SimplifyBytesBufferRoundtrip,Simplify bytes.NewBuffer roundtrip,Replace `bytes.NewBuffer(b).Bytes()` with `b` since wrapping a byte slice in a buffer only to extract it is a no-op.,1,,Simplification,Code quality,Go,,Simplify expressions and patterns,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.SimplifyBytesEqualNil,Simplify bytes.Equal nil check,"Replace `bytes.Equal(b, nil)` and `bytes.Equal(nil, b)` with `len(b) == 0`.",1,,Simplification,Code quality,Go,,Simplify expressions and patterns,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.SimplifyBytesSplitN,Simplify bytes.SplitN with -1,"Replace `bytes.SplitN(b, sep, -1)` with `bytes.Split(b, sep)` since -1 means split all.",1,,Simplification,Code quality,Go,,Simplify expressions and patterns,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.SimplifyDoubleNegation,Simplify double negation,Replace `!!x` with `x` to remove redundant double boolean negation.,1,,Simplification,Code quality,Go,,Simplify expressions and patterns,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.SimplifyErrorsIsNil,Simplify errors.Is nil check,"Replace redundant `errors.Is(err, nil)` with `err == nil`.",1,,Simplification,Code quality,Go,,Simplify expressions and patterns,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.SimplifyFmtSprintf,Simplify fmt.Sprintf with %%v,"Replace `fmt.Sprintf(""%v"", x)` with `fmt.Sprint(x)`.",1,,Simplification,Code quality,Go,,Simplify expressions and patterns,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.SimplifyGoroutineClosure,Simplify goroutine closure,Simplify `go func() { f() }()` to `go f()` where the closure wraps a single function call.,1,,Redundancy,Code quality,Go,,Remove redundant code,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.SimplifyIfReturnBool,Simplify if-return-bool,"Replace `if cond { return true }; return false` with `return cond`, and vice versa.",1,,Simplification,Code quality,Go,,Simplify expressions and patterns,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.SimplifyNilCheckBeforeClose,Simplify nil check before Close,Replace `if x != nil { x.Close() }` with `x.Close()` where the nil check is redundant.,1,,Redundancy,Code quality,Go,,Remove redundant code,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.SimplifyRedundantBytesTrimSpace,Simplify redundant bytes.TrimSpace,Replace `bytes.TrimSpace(bytes.TrimSpace(b))` with `bytes.TrimSpace(b)` since TrimSpace is idempotent.,1,,Simplification,Code quality,Go,,Simplify expressions and patterns,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.SimplifyRedundantErrorWrap,Simplify redundant error wrap,"Replace `fmt.Errorf(""%w"", err)` with `err` when wrapping adds no context.",1,,Error handling,Code quality,Go,,Error handling best practices,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.SimplifyRedundantLenBeforeRange,Simplify redundant len check before range,Remove `if len(s) > 0 { for ... range s }` where the len check is redundant because range over nil/empty produces zero iterations.,1,,Redundancy,Code quality,Go,,Remove redundant code,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.SimplifyRedundantLogicalExpression,Simplify redundant logical expression,"Simplify `x && x` to `x`, `x || x` to `x`, and similarly for `&` and `|`, where both sides of a logical or bitwise operator are identical.",1,,Simplification,Code quality,Go,,Simplify expressions and patterns,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.SimplifyRedundantNilCheck,Simplify redundant nil check,Simplify `x != nil && len(x) > 0` to `len(x) > 0` for slices and maps.,1,,Simplification,Code quality,Go,,Simplify expressions and patterns,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.SimplifyRedundantTrimSpace,Simplify redundant TrimSpace,Replace `strings.TrimSpace(strings.TrimSpace(s))` with `strings.TrimSpace(s)`.,1,,Simplification,Code quality,Go,,Simplify expressions and patterns,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.SimplifySelectDefaultOnly,Simplify select default only,Replace `select { default: ... }` with the body statements when the select has only a default case and no communication cases.,1,,Style,Code quality,Go,,Code style and conventions,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.SimplifySingleCaseSelect,Simplify single-case select,Replace `select` statements with a single case and no default with the channel operation directly.,1,,Simplification,Code quality,Go,,Simplify expressions and patterns,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.SimplifySliceRange,Simplify slice range,Replace `s[0:len(s)]` with `s[:]`.,1,,Simplification,Code quality,Go,,Simplify expressions and patterns,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.SimplifySplitN,Simplify strings.SplitN with -1,"Replace `strings.SplitN(s, sep, -1)` with `strings.Split(s, sep)` since -1 means split all.",1,,Simplification,Code quality,Go,,Simplify expressions and patterns,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.SimplifySprintfChar,Simplify fmt.Sprintf %c to string conversion,"Replace `fmt.Sprintf(""%c"", r)` with `string(r)` for better performance.",1,,Performance,Code quality,Go,,Performance optimizations,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.SimplifySprintfConcat,Simplify fmt.Sprintf string concat,"Replace `fmt.Sprintf(""%s%s"", a, b)` with `a + b` for simple string concatenation.",1,,Simplification,Code quality,Go,,Simplify expressions and patterns,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.SimplifyTrimLeftNoop,Simplify no-op TrimLeft/TrimRight,"Replace `strings.TrimLeft(s, """")` and `strings.TrimRight(s, """")` with `s` since trimming with an empty cutset is a no-op.",1,,Simplification,Code quality,Go,,Simplify expressions and patterns,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.UseBufferedChannel,Use buffered channel,Find `make(chan T)` calls without a buffer size. Unbuffered channels block until both sender and receiver are ready.,1,,Style,Code quality,Go,,Code style and conventions,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.UseBytesReplaceAll,Use bytes.ReplaceAll,"Replace `bytes.Replace(b, old, new, -1)` with `bytes.ReplaceAll(b, old, new)`.",1,,Simplification,Code quality,Go,,Simplify expressions and patterns,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.UseCommaOkTypeAssertion,Use comma-ok type assertion,"Transform bare type assertions `v := x.(T)` into `v, ok := x.(T)` with `_ = ok` to avoid panics on assertion failure.",1,,Style,Code quality,Go,,Code style and conventions,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.UseCryptoRand,Use crypto/rand,Find usage of `math/rand` functions. Consider using `crypto/rand` for security-sensitive randomness.,1,,Style,Code quality,Go,,Code style and conventions,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.UseCtxForContextParam,Use ctx for context.Context parameter,"Rename function parameters of type context.Context that are not named ""ctx"" to ""ctx"", including all usages in the function body.",1,,Naming,Code quality,Go,,Naming conventions,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.UseCustomHttpClient,Use custom HTTP client,"Replace `http.Get`, `http.Post`, `http.Head`, and `http.PostForm` with `http.DefaultClient` equivalents to make the default client explicit.",1,,Style,Code quality,Go,,Code style and conventions,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.UseDescriptivePackageName,Use descriptive package name,"Find packages named util, utils, common, shared, misc, or helpers which are anti-patterns in Go.",1,,Naming,Code quality,Go,,Naming conventions,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.UseDescriptiveVarNames,Use descriptive variable names,"Find variable declarations with single-letter names that are not conventional short names (i, j, k, n, x, y, r, w, t, s, b, v).",1,,Naming,Code quality,Go,,Naming conventions,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.UseDocumentedBlankImport,Use documented blank imports,Find blank imports (`import _ "pkg"`). Blank imports are used for side effects and should be documented.,1,,Redundancy,Code quality,Go,,Remove redundant code,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.UseErrPrefixForErrors,Use Err prefix for errors,Find package-level error variables not following the `ErrFoo` naming convention. Go convention is to prefix sentinel errors with "Err".,1,,Naming,Code quality,Go,,Naming conventions,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.UseErrorMethod,Use .Error() method,Replace `fmt.Sprint(err)` with `err.Error()` for clarity.,1,,Error handling,Code quality,Go,,Error handling best practices,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.UseErrorsAs,Use errors.As,"Replace `if myErr, ok := err.(*MyError); ok { ... }` with `var myErr *MyError; if errors.As(err, &myErr) { ... }` for correct wrapped error handling.",1,,Error handling,Code quality,Go,,Error handling best practices,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.UseErrorsIsOverStringComparison,Use errors.Is over string comparison,Find `err.Error() == "string"` comparisons. Comparing error messages by string is fragile; use `errors.Is` or `errors.As` instead.,1,,Error handling,Code quality,Go,,Error handling best practices,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.UseErrorsNewForSimpleErrors,Use errors.New for simple errors,Replace `fmt.Errorf("static message")` with `errors.New("static message")` when there are no format verbs.,1,,Style,Code quality,Go,,Code style and conventions,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.UseHttpNewRequestWithContext,Use http.NewRequestWithContext,"Replace deprecated `http.NewRequest(method, url, body)` with `http.NewRequestWithContext(context.TODO(), method, url, body)`.",1,,Simplification,Code quality,Go,,Simplify expressions and patterns,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.UseHttpServerWithTimeout,Use http.Server with timeouts,"Replace `http.ListenAndServe(addr, handler)` with an explicit `http.Server` with read/write timeouts.",1,,Style,Code quality,Go,,Code style and conventions,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.UseMeaningfulReturnValues,Use meaningful return values,"Find `return nil, nil` where all returned values are nil, which may indicate a missing error or result.",1,,Redundancy,Code quality,Go,,Remove redundant code,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.UseMixedCaps,Use MixedCaps,Find exported functions using underscores instead of camelCase. Go convention is to use MixedCaps or mixedCaps.,1,,Naming,Code quality,Go,,Naming conventions,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.UseMixedCapsForConstants,Use MixedCaps for constants,"Find constant or variable names using ALL_CAPS_WITH_UNDERSCORES. Go convention is to use MixedCaps, not ALL_CAPS.",1,,Naming,Code quality,Go,,Naming conventions,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.UseNamedConstant,Use named constants,Find numeric literals (other than 0 and 1) that should be named constants.,1,,Style,Code quality,Go,,Code style and conventions,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.UsePackageLevelErrorSentinel,Use package-level error sentinel,Move inline `errors.New("...")` calls to package-level sentinel variables so they can be compared with `errors.Is`.,1,,Error handling,Code quality,Go,,Error handling best practices,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.UseShortReceiverName,Use short receiver name,Rename method receivers longer than 2 characters to the first lowercase letter of the type name.,1,,Naming,Code quality,Go,,Naming conventions,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.UseSkipWithReason,Use skip with reason,Add a placeholder reason to bare `t.Skip()` calls. Tests should document why they are skipped.,1,,Style,Code quality,Go,,Code style and conventions,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.UseStringsBuilderInLoop,Use strings.Builder in loop,Find `s += expr` inside for/range loops. Repeated string concatenation in loops is inefficient; rewrite to use strings.Builder.,1,,Performance,Code quality,Go,,Performance optimizations,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.UseStringsReplaceAll,Use strings.ReplaceAll,"Replace `strings.Replace(s, old, new, -1)` with `strings.ReplaceAll(s, old, new)`.",1,,Simplification,Code quality,Go,,Simplify expressions and patterns,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.UseStructuredLogging,Use structured logging,"Find calls to the standard `log` package (`log.Print*`, `log.Fatal*`). Consider migrating to `log/slog` for structured logging (Go 1.21+).",1,,Simplification,Code quality,Go,,Simplify expressions and patterns,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.UseTlsForHttp,Use TLS for HTTP,"Replace `http.ListenAndServe(addr, handler)` with `http.ListenAndServeTLS(addr, ""cert.pem"", ""key.pem"", handler)` to encrypt traffic in transit.",1,,Style,Code quality,Go,,Code style and conventions,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.WrapErrorBeforeReturn,Wrap error before return,"Replace `return nil, err` with `return nil, fmt.Errorf(""funcName: %%w"", err)` using the enclosing function name as context.",1,,Style,Code quality,Go,,Code style and conventions,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.WrapErrorWithContext,Wrap error with context,"Replace bare `return err` with `return fmt.Errorf(""funcName: %%w"", err)` using the enclosing function name as context.",1,,Error handling,Code quality,Go,,Error handling best practices,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.migration.AddMissingGoModRequires,Add missing go.mod requirements,"Add `require` directives for modules the resolved build list needs but go.mod does not declare, at their resolved versions and with the `// indirect` marker the toolchain assigned. Mirrors what `go mod tidy` adds, using the module graph resolved at parse time.",1,,Migration,Code quality,Go,,Migrate to newer Go versions,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.migration.ChangeGoVersion,Change the `go` directive version,Rewrites the `go` directive in go.mod to a new version.,1,,Migration,Code quality,Go,,Migrate to newer Go versions,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.migration.FindMissingGoModRequires,Find missing go.mod requirements,Find imports of third-party packages that are not covered by any `require` directive in the module's go.mod. These are the requirements `go mod tidy` would add; adding them automatically is not possible offline because it requires resolving module versions over the network.,1,,Migration,Code quality,Go,,Migrate to newer Go versions,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.migration.FindUnusedGoModRequires,Find unused go.mod requirements,"Find direct `require` directives in go.mod that no package in the module imports. A direct requirement is only justified by a direct import, so these are candidates `go mod tidy` would remove or demote to `// indirect`. They are reported rather than removed because deciding whether a module is still needed transitively requires the module graph, which is not available offline.",1,,Migration,Code quality,Go,,Migrate to newer Go versions,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.migration.FixGoModIndirectMarkers,Fix go.mod `// indirect` markers,"Correct the `// indirect` markers on `require` directives in go.mod: a requirement is direct when a package in the module imports it and indirect otherwise. Requirements are never removed, so the change is always build-safe; a genuinely unused requirement is marked `// indirect` rather than removed.",1,,Migration,Code quality,Go,,Migrate to newer Go versions,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.migration.FormatGoMod,Format go.mod,"Sort the entries of each factored `require ( … )` block in go.mod by module path, matching `go mod tidy` ordering. Versions and `// indirect` markers travel with their entry; only the ordering changes.",1,,Migration,Code quality,Go,,Migrate to newer Go versions,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.migration.GoModTidy,Tidy go.mod,"Apply `go mod tidy` behavior to go.mod: add missing requirements at their resolved versions, remove unused ones, correct the `// indirect` markers, and sort require blocks. Adding and removing require the module graph resolved at parse time, and are no-ops without it. It does not sync go.sum; the `RegenerateGoSum` recipe covers that.",1,,Migration,Code quality,Go,,Migrate to newer Go versions,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.migration.RemoveUnusedGoModRequires,Remove unused go.mod requirements,"Remove `require` directives whose module provides no imported package and is unreachable through the module graph from any module that does. Uses the package→module map and module graph resolved at parse time; a no-op when that resolution did not run. Modules that pin a transitive version are kept, so the removal is build-safe.",1,,Migration,Code quality,Go,,Migrate to newer Go versions,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.migration.UpgradeGoTo118,Upgrade Go to 1.18,"Raise the `go` directive in go.mod to Go 1.18, unless it already targets 1.18 or newer.",1,,Migration,Code quality,Go,,Migrate to newer Go versions,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.migration.UpgradeGoTo119,Upgrade Go to 1.19,"Raise the `go` directive in go.mod to Go 1.19, unless it already targets 1.19 or newer.",1,,Migration,Code quality,Go,,Migrate to newer Go versions,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.migration.UpgradeGoTo120,Upgrade Go to 1.20,"Raise the `go` directive in go.mod to Go 1.20, unless it already targets 1.20 or newer.",1,,Migration,Code quality,Go,,Migrate to newer Go versions,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.migration.UpgradeGoTo121,Upgrade Go to 1.21,"Raise the `go` directive in go.mod to Go 1.21, unless it already targets 1.21 or newer.",1,,Migration,Code quality,Go,,Migrate to newer Go versions,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.migration.UpgradeGoTo122,Upgrade Go to 1.22,"Raise the `go` directive in go.mod to Go 1.22, unless it already targets 1.22 or newer.",1,,Migration,Code quality,Go,,Migrate to newer Go versions,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.migration.UpgradeGoTo123,Upgrade Go to 1.23,"Raise the `go` directive in go.mod to Go 1.23, unless it already targets 1.23 or newer.",1,,Migration,Code quality,Go,,Migrate to newer Go versions,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.migration.UpgradeGoTo124,Upgrade Go to 1.24,"Raise the `go` directive in go.mod to Go 1.24, unless it already targets 1.24 or newer.",1,,Migration,Code quality,Go,,Migrate to newer Go versions,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.migration.UpgradeGoTo125,Upgrade Go to 1.25,"Raise the `go` directive in go.mod to Go 1.25, unless it already targets 1.25 or newer.",1,,Migration,Code quality,Go,,Migrate to newer Go versions,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.migration.UpgradeGoTo126,Upgrade Go to 1.26,"Raise the `go` directive in go.mod to Go 1.26, unless it already targets 1.26 or newer.",1,,Migration,Code quality,Go,,Migrate to newer Go versions,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.search.FindMethods,Find methods,Find all method invocations matching a method pattern.,1,,,Search,Go,,,,,"[{""name"":""methodPattern"",""type"":""String"",""displayName"":""Method pattern"",""description"":""A method pattern to match method invocations."",""example"":""fmt.Println(..)"",""required"":true}]"
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.search.FindTypes,Find types,Find all references to a given type.,1,,,Search,Go,,,,,"[{""name"":""fullyQualifiedTypeName"",""type"":""String"",""displayName"":""Fully qualified type name"",""description"":""The fully qualified type name to search for."",""example"":""fmt.Stringer"",""required"":true}]"
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.test.RenameXToFlag,Rename x to flag (test),Test recipe that renames identifier x to flag.,1,,,,Go,,,,,
npm,@openrewrite/recipes-angular,,1.8.0,org.openrewrite.angular.UpgradeToAngular10,Upgrade to Angular 10,"Migrates Angular 9.x applications to Angular 10. This includes removing the deprecated `es5BrowserSupport` option from `angular.json`, renaming deprecated `validator`/`asyncValidator` to their plural forms, renaming `browserslist` to `.browserslistrc`, migrating to solution-style `tsconfig.json`, and upgrading Angular, TypeScript, and related dependency versions.",41,,Migration,Angular,JavaScript,,,,,
npm,@openrewrite/recipes-angular,,1.8.0,org.openrewrite.angular.UpgradeToAngular11,Upgrade to Angular 11,"Migrates Angular 10.x applications to Angular 11. This includes replacing `ViewEncapsulation.Native` with `ViewEncapsulation.ShadowDom`, removing the deprecated `extractCss` build option from `angular.json`, flagging deprecated string-based `loadChildren` and `preserveQueryParams` usage, and upgrading Angular, TypeScript, and related dependency versions.",48,,Migration,Angular,JavaScript,,,,,
npm,@openrewrite/recipes-angular,,1.8.0,org.openrewrite.angular.UpgradeToAngular12,Upgrade to Angular 12,"Migrates Angular 11.x applications to Angular 12. This includes adding `defaultConfiguration: ""production""` to build targets in `angular.json`, replacing `node-sass` with `sass` (Dart Sass), flagging deprecated `async` test helper and View Engine APIs, and upgrading Angular, TypeScript, and related dependency versions.",53,,Migration,Angular,JavaScript,,,,,
npm,@openrewrite/recipes-angular,,1.8.0,org.openrewrite.angular.UpgradeToAngular13,Upgrade to Angular 13,"Migrates Angular 12.x applications to Angular 13. This includes updating `tsconfig.json` target to `es2017`, removing IE11 polyfills, removing `defaultProject` from `angular.json`, adding TestBed module teardown, simplifying `ComponentFactoryResolver` usage, and upgrading Angular, TypeScript, and related dependency versions.",61,,Migration,Angular,JavaScript,,,,,
npm,@openrewrite/recipes-angular,,1.8.0,org.openrewrite.angular.UpgradeToAngular14,Upgrade to Angular 14,"Migrates Angular 13.x applications to Angular 14. This includes replacing form classes with their `Untyped*` equivalents for backward compatibility with typed forms, updating deprecated `initialNavigation` router option values, removing `aotSummaries` from TestBed calls, and flagging `pathMatch` properties that may need type narrowing.",65,,Migration,Angular,JavaScript,,,,,
npm,@openrewrite/recipes-angular,,1.8.0,org.openrewrite.angular.UpgradeToAngular15,Upgrade to Angular 15,"Migrates Angular 14.x applications to Angular 15. This includes removing the `relativeLinkResolution` option from `RouterModule.forRoot()`, removing the `enableIvy` compiler option from `tsconfig.json`, flagging the deprecated `DATE_PIPE_DEFAULT_TIMEZONE` token and `providedIn: NgModule`/`'any'` usage, and upgrading Angular, TypeScript, and related dependency versions.",69,,Migration,Angular,JavaScript,,,,,
npm,@openrewrite/recipes-angular,,1.8.0,org.openrewrite.angular.UpgradeToAngular16,Upgrade to Angular 16,"Migrates Angular 15.x applications to Angular 16. This includes removing `entryComponents` and `moduleId` from decorators, replacing `RouterLinkWithHref` with `RouterLink`, moving the `XhrFactory` import to `@angular/common`, and flagging removed APIs like `ReflectiveInjector`, `renderModuleFactory`, and `BrowserTransferStateModule`.",79,,Migration,Angular,JavaScript,,,,,
npm,@openrewrite/recipes-angular,,1.8.0,org.openrewrite.angular.UpgradeToAngular17,Upgrade to Angular 17,"Migrates Angular 16.x applications to Angular 17. This includes updating Angular package versions, replacing legacy deep `zone.js` imports, flagging the removed `withNoDomReuse` and `setupTestingRouter` APIs, and upgrading TypeScript and `zone.js` dependencies.",85,,Migration,Angular,JavaScript,,,,,
